id8102,year,outcome,outcmyear,switcher,instresp,xl_area,age1_fav,age2_fav,age3_fav,age4_fav,age5_fav,age6_fav,age7_fav,age8_fav,age9_fav,age10_fav,age11_fav,age12_fav,age1_opp,age2_opp,age3_opp,age4_opp,age5_opp,age6_opp,age7_opp,age8_opp,age9_opp,age10_opp,age11_opp,age12_opp,age1_dk,age2_dk,age3_dk,age4_dk,age5_dk,age6_dk,age7_dk,age8_dk,age9_dk,age10_dk,age11_dk,age12_dk,edu1_fav,edu2_fav,edu3_fav,edu4_fav,edu5_fav,edu6_fav,edu7_fav,edu8_fav,edu9_fav,edu10_fav,edu11_fav,edu12_fav,edu1_opp,edu2_opp,edu3_opp,edu4_opp,edu5_opp,edu6_opp,edu7_opp,edu8_opp,edu9_opp,edu10_opp,edu11_opp,edu12_opp,edu1_dk,edu2_dk,edu3_dk,edu4_dk,edu5_dk,edu6_dk,edu7_dk,edu8_dk,edu9_dk,edu10_dk,edu11_dk,edu12_dk,inc1_fav,inc2_fav,inc3_fav,inc4_fav,inc5_fav,inc6_fav,inc7_fav,inc8_fav,inc9_fav,inc10_fav,inc11_fav,inc12_fav,inc1_opp,inc2_opp,inc3_opp,inc4_opp,inc5_opp,inc6_opp,inc7_opp,inc8_opp,inc9_opp,inc10_opp,inc11_opp,inc12_opp,inc1_dk,inc2_dk,inc3_dk,inc4_dk,inc5_dk,inc6_dk,inc7_dk,inc8_dk,inc9_dk,inc10_dk,inc11_dk,inc12_dk,white_fav,black_fav,hispa_fav,asina_fav,white_opp,black_opp,hispa_opp,asina_opp,white_dk,black_dk,hispa_dk,asian_dk,pid1_fav,pid2_fav,pid3_fav,pid4_fav,pid5_fav,pid6_fav,pid7_fav,pid1_opp,pid2_opp,pid3_opp,pid4_opp,pid5_opp,pid6_opp,pid7_opp,pid1_dk,pid2_dk,pid3_dk,pid4_dk,pid5_dk,pid6_dk,pid7_dk,ideo1_fav,ideo2_fav,ideo3_fav,ideo4_fav,ideo5_fav,ideo6_fav,ideo7_fav,ideo1_opp,ideo2_opp,ideo3_opp,ideo4_opp,ideo5_opp,ideo6_opp,ideo7_opp,ideo1_dk,ideo2_dk,ideo3_dk,ideo4_dk,ideo5_dk,ideo6_dk,ideo7_dk,male_fav,female_fav,male_opp,female_opp,male_dk,female_dk,protes_fav,cathlc_fav,jewish_fav,seculr_fav,protes_opp,cathlc_opp,jewish_opp,seculr_opp,protes_dk,cathlc_dk,jewish_dk,seculr_dk,east_fav,south_fav,midwst_fav,west_fav,east_opp,south_opp,midwst_opp,west_opp,east_dk,south_dk,midwst_dk,west_dk,nounn_fav,union_fav,nounn_opp,union_opp,nounn_dk,union_dk,pred10_sw,pred30_sw,pred50_sw,pred70_sw,pred90_sw,predall_sw,intgrp_stfav,intgrp_swfav,intgrp_stopp,intgrp_swopp,aarp,aflcio,airlines,american_bankers_association,american_councilof_life_insurance,american_farm_bureau_federation,american_federationof_state_countyand_municipal_employees,american_hospital_association,american_israel_public_affairs_committee,american_legion,american_medical_association,associationof_trial_lawyers,automobilecompanies,chamberof_commerce,christian_coalition,computersoftwareandhardware,credit_union_national_association,defensecontractors,electriccompanies,health_insurance_association,independent_insurance_agentsof_america,international_brotherhoodof_teamsters,motion_picture_associationof_america,national_associationof_broadcasters,national_associationof_home_builders,national_associationof_manufacturers,national_associationof_realtors,national_beer_wholesalers_association,national_education_association,national_federationof_independent_business,national_governors_association,national_restaurant_association,national_rifle_association,national_rightto_life_committee,oil_companies,pharmaceutical_research_manufacturers,recording_industry_association,securitiesandinvestmentcompanies,telephonecompanies,tobbacocompanies,united_auto_workersunion,universities,veteransof_foreign_warsofthe_u_s,ecyn,swyn,fpyn,rlyn,gnyn,question_text,policy_change,intgrp_align,intgrp_align_norm,pred10_norm,pred50_norm,pred90_norm,mass_intgrp_stfav,mass_intgrp_swfav,mass_intgrp_stopp,mass_intgrp_swopp,bus_intgrp_stfav,bus_intgrp_swfav,bus_intgrp_stopp,bus_intgrp_swopp,mass_intgrp_align,bus_intgrp_align,mass_intgrp_align_norm,bus_intgrp_align_norm
12,1981,0,NA,0,1,taxation,69,78,97,94,63,121,152,112,2,0,0,0,32,31,47,36,30,54,75,52,0,0,0,0,0,9,5,4,8,14,30,33,1,0,0,0,3,15,35,98,280,128,42,107,81,0,0,0,1,11,12,48,119,63,18,43,43,0,0,0,3,5,6,21,41,12,7,4,4,0,0,0,114,145,177,149,100,69,34,0,0,0,0,0,57,81,86,68,27,25,15,0,0,0,0,0,28,14,24,11,10,2,16,0,0,0,0,0,683,66,17,8,288,45,17,5,84,13,6,3,259,254,276,0,0,0,0,75,120,164,0,0,0,0,21,47,37,0,0,0,0,336,319,112,0,0,0,0,118,140,82,0,0,0,0,36,40,10,0,0,0,0,398,391,169,190,27,78,485,237,18,33,211,92,14,31,66,25,4,6,210,227,209,144,94,103,84,78,25,34,29,17,616,170,262,93,78,26,0.6522789597511292,0.6583384275436401,0.6766880750656128,0.7039058208465576,0.7401397228240967,0.6862702012062073,3,3,1,0,NA,-2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,"In addition to the tax cuts the President called for in his speech before Congress, President Reagan and his economic advisors are working on another tax cut program designed to stimulate investment to make the economy grow. Would you favor or oppose (READ EACH ITEM)? Item: Eliminating double taxation on corporation profits, by ending taxes paid by stockholders on dividends they receive, on which corporations have already paid income tax, in order to stimulate more investment by the individual",0,1.0116009116784799,0.659154149942093,0.5503669503248735,0.5016815628150125,0.5275680154619486,0,0,1,0,3,3,0,0,-0.6931471805599453,1.7047480922384253,0.3065735963827292,0.7682062959348587
13,1981,2,NA,0,1,health,28,40,39,57,35,68,104,81,0,0,0,0,73,75,107,75,60,113,138,101,2,0,0,0,0,3,4,2,6,9,16,15,1,0,0,0,6,10,13,39,145,73,28,72,65,0,0,0,1,21,32,118,272,124,35,80,61,0,0,0,0,0,8,9,24,6,5,3,1,0,0,0,44,66,109,102,57,51,23,0,0,0,0,0,140,164,171,114,78,43,35,0,0,0,0,0,15,10,6,12,2,2,7,0,0,0,0,0,424,15,6,1,577,106,34,14,52,3,0,0,183,146,123,0,0,0,0,163,251,331,0,0,0,0,9,25,21,0,0,0,0,237,161,43,0,0,0,0,234,318,157,0,0,0,0,19,20,4,0,0,0,0,260,192,314,432,20,35,279,127,11,21,445,214,23,46,37,13,0,4,128,145,99,79,189,196,210,150,11,24,12,8,378,70,526,215,51,4,0.23691242933273315,0.3278839588165283,0.40311020612716675,0.4522334933280945,0.47083884477615356,0.3781957864761353,0,0,1,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His call to cut Medicaid by 1 billion dollars",1,-0.6931471805599453,0.3909478540072342,0.2621250265518647,0.3603401376829234,0.37646626891190865,0,0,1,0,0,0,0,0,-0.6931471805599453,0,0.3065735963827292,0.5
14,1981,2,NA,0,1,welf reform,55,83,79,94,72,134,187,138,1,0,0,0,45,31,68,41,27,52,60,43,2,0,0,0,1,3,3,0,2,4,10,17,0,0,0,0,4,15,37,81,311,147,45,121,81,0,0,0,3,14,14,77,113,52,21,30,44,0,0,0,1,2,2,9,17,4,1,3,3,0,0,0,98,151,207,173,102,72,40,0,0,0,0,0,88,85,76,49,32,24,15,0,0,0,0,0,14,4,4,6,4,0,10,0,0,0,0,0,777,28,15,11,243,89,25,5,34,7,0,0,287,303,253,0,0,0,0,55,102,213,0,0,0,0,13,17,11,0,0,0,0,395,345,84,0,0,0,0,82,144,113,0,0,0,0,13,10,8,0,0,0,0,448,395,133,236,13,28,544,231,18,32,194,111,18,36,23,12,0,3,191,275,215,162,123,78,94,74,14,11,13,3,648,190,273,93,35,6,0.539135217666626,0.6732189655303955,0.7438852190971375,0.7678320407867432,0.75239497423172,0.6952932834625244,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His wanting to cut the food stamp program by 1.8 billion dollars",1,-0.6931471805599453,0.3909478540072342,0.47469749559966723,0.5426261830035891,0.5359748105409308,0,0,0,0,0,0,0,0,0,0,0.5,0.5
15,1981,2,NA,0,1,soc welfare,55,77,84,73,65,118,155,112,2,0,0,0,46,37,64,59,30,68,95,76,1,0,0,0,0,4,1,3,6,3,8,9,0,0,0,0,6,15,23,83,253,131,42,107,84,0,0,0,1,13,29,77,176,71,25,42,43,0,0,0,0,3,2,7,12,1,1,6,2,0,0,0,86,132,180,145,89,76,35,0,0,0,0,0,107,102,102,79,46,18,23,0,0,0,0,0,6,6,6,4,3,2,7,0,0,0,0,0,684,27,15,9,342,93,24,7,29,3,1,0,262,259,221,0,0,0,0,86,145,246,0,0,0,0,7,17,10,0,0,0,0,340,294,87,0,0,0,0,141,192,113,0,0,0,0,8,13,4,0,0,0,0,391,352,196,281,8,26,463,209,16,39,279,136,19,29,19,9,0,3,179,252,177,134,143,103,131,100,7,9,14,4,616,121,312,162,28,5,0.46879786252975464,0.5697363615036011,0.6393606066703796,0.6775351762771606,0.6909337043762207,0.6092727422714234,1,6,5,0,-2,-2,1,NA,NA,NA,-2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,-2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-2,NA,NA,0,1,0,0,0,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His cutting 1.2 billion dollars for unemployment compensation programs by shortening the time people can receive such benefits",1,-0.18232155679395468,0.4713155335738927,0.42953512786071796,0.4809382595981182,0.496112276190229,0,0,5,0,1,6,0,0,-1.791759469228055,1.6094379124341003,0,0.7532112415883611
17,1981,0,NA,0,1,foreign pol,63,64,72,59,43,91,106,93,2,0,0,0,35,49,70,76,51,94,127,80,1,0,0,0,3,5,8,0,7,5,25,24,0,0,0,0,4,17,22,80,218,97,26,76,54,0,0,0,2,9,27,69,199,95,36,75,71,0,0,0,2,5,3,18,24,10,6,4,3,0,0,0,104,119,140,98,66,40,27,0,0,0,0,0,77,102,136,115,70,53,31,0,0,0,0,0,18,19,11,15,2,4,6,0,0,0,0,0,497,64,17,7,503,49,14,8,55,10,8,1,155,190,250,0,0,0,0,178,209,197,0,0,0,0,22,23,31,0,0,0,0,227,243,103,0,0,0,0,238,223,95,0,0,0,0,25,33,6,0,0,0,0,283,311,298,285,14,62,360,183,12,26,354,150,21,40,47,21,2,4,156,164,157,116,156,173,142,113,17,27,22,10,439,150,454,126,63,13,0.571346640586853,0.5290787220001221,0.4961910843849182,0.47081005573272705,0.457746684551239,0.5050346374511718,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,"Some of the problems in Poland are that productivity has fallen sharply both in factories and on the farms, and the people feel they don't get enough meat and other basic goods. Today the Polish economy is running 7 billion dollars short, and they need to borrow this money from outside the country. Let me ask you whether you favor or oppose each of these courses of action that might be taken by the U.S. in the case of Poland. Item: The U.S. could lend the 7 billion dollars to Poland, but would insist that the Russians give the Polish people much more freedom of speech and human rights and much less economic dictation from government than they now have",0,0,0.5,0.4956072368071139,0.407484947691252,0.36962981529658706,0,0,0,0,0,0,0,0,0,0,0.5,0.5
18,1981,4,NA,0,4,foreign pol,22,29,41,29,21,55,67,54,1,0,0,0,73,76,101,101,68,120,161,101,1,0,0,0,6,13,8,5,11,15,30,43,1,0,0,0,1,17,9,33,110,56,16,44,35,0,0,0,4,10,34,113,283,131,40,96,89,0,0,0,2,5,10,21,48,16,11,15,4,0,0,0,56,52,73,59,40,26,14,0,0,0,0,0,110,163,193,148,88,63,36,0,0,0,0,0,33,25,20,22,10,8,14,0,0,0,0,0,259,37,15,5,683,73,22,9,113,14,3,2,77,117,126,0,0,0,0,226,262,313,0,0,0,0,52,42,38,0,0,0,0,107,141,57,0,0,0,0,320,317,133,0,0,0,0,62,42,14,0,0,0,0,189,131,359,442,47,86,181,97,11,24,489,228,22,40,92,29,3,5,98,94,68,60,205,222,220,154,26,48,34,25,243,75,600,195,113,18,0.3037652373313904,0.27550017833709717,0.26787978410720825,0.27665263414382935,0.3023993968963623,0.2852394461631775,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,"Some of the problems in Poland are that productivity has fallen sharply both in factories and on the farms, and the people feel they don't get enough meat and other basic goods. Today the Polish economy is running 7 billion dollars short, and they need to borrow this money from outside the country. Let me ask you whether you favor or oppose each of these courses of action that might be taken by the U.S. in the case of Poland. Item: The U.S. could get the International Monetary Fund to lend Poland the 7 billion dollars it needs, even though a likely condition of this loan agreement would be that workers there could not get the higher wages, lower consumer prices, or the cutback in the work week from six to five days that they want",1,0,0.5,0.3166485749422208,0.2837556545513993,0.28307302310670657,0,0,0,0,0,0,0,0,0,0,0.5,0.5
19,1981,2,NA,0,1,taxation,62,89,81,98,69,133,152,124,2,0,0,0,39,26,61,32,27,47,90,67,1,0,0,0,0,2,7,5,5,10,15,7,0,0,0,0,6,13,29,89,302,139,45,109,77,0,0,0,1,13,21,70,125,52,20,44,45,0,0,0,0,5,3,8,13,12,3,1,5,0,0,0,117,144,188,149,90,82,41,0,0,0,0,0,76,84,89,66,42,15,19,0,0,0,0,0,6,12,10,13,6,0,4,0,0,0,0,0,718,58,17,6,296,61,19,9,41,5,4,2,274,279,259,0,0,0,0,75,123,193,0,0,0,0,6,20,25,0,0,0,0,358,313,105,0,0,0,0,116,167,93,0,0,0,0,16,19,7,0,0,0,0,408,402,171,221,15,36,506,227,17,38,229,109,17,29,26,17,1,3,209,240,214,148,105,108,96,81,14,16,12,9,635,170,280,109,41,11,0.610612154006958,0.641520619392395,0.6735581159591675,0.7062498331069946,0.7401248812675476,0.6744131207466125,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His wanting to give every taxpayer, regardless of income, a 10% cut in federal income tax rates every year for the next three years, which some people think will be inflationary and favor the rich, but which others think will stimulate economic growth",1,1.3862943611198906,0.7181042919855315,0.5216532841382645,0.4998983550494924,0.5275579939943417,0,0,0,0,3,0,0,0,0,1.3862943611198906,0.5,0.7181042919855315
20,1981,2,NA,0,1,welf reform,68,92,91,101,81,150,188,153,1,0,0,0,33,25,56,29,18,35,57,39,2,0,0,0,0,1,3,5,1,5,13,6,0,0,0,0,7,19,36,107,325,162,50,128,91,0,0,0,0,11,12,55,102,36,16,24,37,0,0,0,0,1,6,5,14,4,1,3,0,0,0,0,113,168,218,185,117,82,43,0,0,0,0,0,78,65,64,36,19,15,17,0,0,0,0,0,8,7,5,7,2,0,4,0,0,0,0,0,854,32,18,11,173,86,22,5,28,5,0,0,308,324,293,0,0,0,0,40,84,171,0,0,0,0,7,14,13,0,0,0,0,412,381,106,0,0,0,0,62,111,94,0,0,0,0,15,7,5,0,0,0,0,475,450,107,187,12,21,577,267,21,38,162,80,15,30,23,7,0,3,242,281,237,165,78,73,77,66,9,10,8,7,717,203,209,81,29,4,0.6064633131027222,0.738842785358429,0.8046743273735046,0.8272087574005127,0.8174076080322266,0.758919358253479,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,"Now let me ask you about a number of specific things Presdent Reagan said he wants to do. For each, tell me if you favor or oppose it. READ EACH ITEM Item: His call to cut federal welfare spending by 520 million dollars",1,-0.6931471805599453,0.3909478540072342,0.5188624252935123,0.5862998917773071,0.586294134806425,0,0,0,0,0,0,0,0,0,0,0.5,0.5
21,1981,2,NA,0,2,foreign pol,17,25,47,39,41,64,76,54,0,0,0,0,83,89,100,88,51,109,147,107,3,0,0,0,1,4,3,8,9,17,35,37,0,0,0,0,2,3,6,38,118,62,20,58,54,0,0,0,1,20,38,111,283,126,41,88,68,0,0,0,3,7,10,18,40,15,7,9,6,0,0,0,40,64,83,84,42,34,14,0,0,0,0,0,136,153,179,125,86,59,37,0,0,0,0,0,23,23,25,19,9,3,14,0,0,0,0,0,325,21,7,5,631,90,30,10,99,12,2,1,115,136,111,0,0,0,0,209,246,320,0,0,0,0,31,39,46,0,0,0,0,140,147,61,0,0,0,0,305,312,130,0,0,0,0,45,40,14,0,0,0,0,195,167,360,415,40,76,215,93,14,31,475,229,18,35,72,31,3,4,104,107,84,67,196,215,215,149,29,42,23,22,283,77,582,187,90,25,0.2350195050239563,0.304282009601593,0.3500024080276489,0.3624374270439148,0.34064072370529175,0.31847641468048093,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,"Some of the problems in Poland are that productivity has fallen sharply both in factories and on the farms, and the people feel they don't get enough meat and other basic goods. Today the Polish economy is running 7 billion dollars short, and they need to borrow this money from outside the country. Let me ask you whether you favor or oppose each of these courses of action that might be taken by the U.S. in the case of Poland. Item: The U.S. could do nothing except to sympathize with Polish workers and farmers and let things take their natural course in Poland, which could mean more worker and farmer unrest, which could lead either to a civil war there of a Soviet military takeover of Poland",1,0,0.5,0.2604425137290702,0.3320364841371916,0.3058599794143224,0,0,0,0,0,0,0,0,0,0,0.5,0.5
22,1981,0,NA,0,1,taxation,62,79,100,83,70,107,179,131,0,0,0,0,36,39,41,31,36,64,74,67,0,0,0,0,0,5,2,4,1,9,18,11,0,0,0,0,1,20,30,81,320,128,38,102,91,0,0,0,6,18,22,46,132,62,19,40,43,0,0,0,0,6,5,9,16,4,4,2,3,0,0,0,109,149,206,144,98,62,0,0,0,0,0,0,88,68,95,54,41,26,0,0,0,0,0,0,14,12,7,5,3,2,0,0,0,0,0,0,699,78,19,7,325,50,8,2,45,3,0,0,244,245,324,0,0,0,0,101,127,161,0,0,0,0,11,20,18,0,0,0,0,322,319,134,0,0,0,0,123,151,92,0,0,0,0,13,17,5,0,0,0,0,387,426,186,204,20,30,490,239,26,41,251,97,11,20,33,8,0,5,222,218,219,155,91,127,102,70,13,19,8,9,613,196,292,93,41,7,0.5754668116569519,0.6603488922119141,0.7051116228103638,0.7195525169372559,0.7034724354743958,0.6727904558181763,3,3,1,0,NA,-2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Reducing the maximum capital gains tax that individuals pay when they sell stocks or bonds, precious metals, real estate, coins, antiques, art, or other such investments from 28% to 17% to stimulate more investment",0,1.0116009116784799,0.659154149942093,0.4983063840176471,0.5183217081791116,0.5038266945124935,0,0,1,0,3,3,0,0,-0.6931471805599453,1.7047480922384253,0.3065735963827292,0.7682062959348587
23,1981,2,NA,0,1,foreign pol,27,26,37,29,38,51,81,58,0,0,0,0,71,91,100,85,64,111,168,125,0,0,0,0,0,6,7,4,5,18,21,25,0,0,0,0,4,10,9,24,117,62,21,41,59,0,0,0,4,31,40,102,319,116,37,99,67,0,0,0,0,3,7,10,32,16,3,4,10,0,0,0,49,65,77,58,50,38,0,0,0,0,0,0,147,146,217,131,83,47,0,0,0,0,0,0,15,19,13,14,9,6,0,0,0,0,0,0,302,29,6,4,699,89,19,6,68,13,1,0,127,105,114,0,0,0,0,209,247,363,0,0,0,0,21,40,26,0,0,0,0,141,138,57,0,0,0,0,282,327,161,0,0,0,0,35,22,13,0,0,0,0,222,124,342,477,28,58,211,90,12,21,504,234,22,43,58,20,3,2,92,104,69,82,211,235,237,136,24,24,23,16,257,86,617,195,72,14,0.2725061774253845,0.2624201774597168,0.2764661908149719,0.3174351453781128,0.3923282027244568,0.3042311787605286,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,"As you know, the Reagan Adminsitration has charged that the Russians and Cubans are supplying arms to the left-wing guerillas in El Salavador. Do you favor or oppose the U.S. taking each of the following steps to help the government in El Salvador? Item: Sending in 126.5 million dollars in economic aid to the government of El Salvador",1,0,0.5,0.2922091632306113,0.28917227520682093,0.3348088420763398,0,0,0,0,0,0,0,0,0,0,0.5,0.5
24,1981,2,NA,0,1,taxation,67,89,96,92,83,133,205,152,0,0,0,0,27,28,39,22,21,39,48,47,0,0,0,0,2,6,7,3,3,8,16,9,0,0,0,0,3,33,41,96,338,149,48,106,105,0,0,0,4,8,14,29,102,42,10,31,27,0,0,0,0,3,2,11,25,3,2,5,5,0,0,0,141,163,228,161,116,72,0,0,0,0,0,0,49,56,76,38,18,16,0,0,0,0,0,0,19,10,4,4,5,2,0,0,0,0,0,0,796,85,18,9,219,40,8,1,47,6,0,0,288,286,345,0,0,0,0,50,81,142,0,0,0,0,17,23,16,0,0,0,0,357,358,153,0,0,0,0,81,109,72,0,0,0,0,15,20,4,0,0,0,0,458,461,115,157,15,41,576,246,30,48,162,83,6,13,34,12,1,5,232,267,250,169,74,78,69,51,18,16,10,12,707,206,195,74,40,15,0.7389702200889587,0.7422131299972534,0.7620344758033752,0.7977208495140076,0.841737687587738,0.7765352725982666,3,24,1,0,NA,-2,1,1,1,1,NA,1,NA,NA,1,1,1,2,NA,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,NA,2,NA,1,NA,NA,1,1,1,2,1,1,NA,NA,NA,1,0,0,0,0,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Speeding up business depreciation write-offs for new plants, machinery, and vehicles to stimulate the growth of business",1,2.0794415416798357,0.8271564379782973,0.6163161313605308,0.5548226603666819,0.6086752624463185,0,0,1,0,3,24,0,0,-0.6931471805599453,2.772588722239781,0.3065735963827292,0.9362085839710631
25,1981,0,NA,0,2,foreign pol,43,53,65,58,58,91,146,118,0,0,0,0,53,63,72,55,45,85,108,73,0,0,0,0,2,7,6,4,4,4,17,18,0,0,0,0,5,18,36,65,250,98,29,65,67,0,0,0,2,23,18,62,190,89,28,75,66,0,0,0,0,4,2,9,29,7,4,5,3,0,0,0,112,112,154,109,75,43,0,0,0,0,0,0,86,100,144,89,65,44,0,0,0,0,0,0,12,18,10,6,3,3,0,0,0,0,0,0,555,54,13,5,464,68,13,5,50,9,1,0,204,185,245,0,0,0,0,137,179,239,0,0,0,0,16,28,19,0,0,0,0,265,241,96,0,0,0,0,172,224,128,0,0,0,0,21,22,7,0,0,0,0,375,259,199,357,19,45,401,172,22,26,324,160,14,38,48,12,1,1,161,201,158,113,149,145,157,105,16,18,14,16,476,153,419,131,51,12,0.552487850189209,0.537585437297821,0.5273715257644653,0.5225465297698975,0.5256677865982056,0.5331318259239197,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,"As you know, the Reagan Adminsitration has charged that the Russians and Cubans are supplying arms to the left-wing guerillas in El Salavador. Do you favor or oppose the U.S. taking each of the following steps to help the government in El Salvador? Item: Stationing U.S. naval vessels offshore near El Salvador to prevent shipments of arms to the guerillas",0,0,0.5,0.4833292758663412,0.4230836042501134,0.40497805853509483,0,0,0,0,0,0,0,0,0,0,0.5,0.5
26,1981,0,NA,0,1,taxation,63,82,100,87,83,145,185,125,0,0,0,0,35,41,42,28,22,32,78,69,0,0,0,0,1,0,2,3,2,3,7,14,0,0,0,0,3,12,30,74,314,154,50,118,117,0,0,0,4,26,27,57,143,36,9,25,19,0,0,0,0,6,0,5,12,4,1,2,1,0,0,0,104,155,232,161,117,69,0,0,0,0,0,0,97,70,71,38,23,22,0,0,0,0,0,0,10,5,5,4,1,0,0,0,0,0,0,0,767,71,16,6,275,58,11,2,26,2,0,1,250,278,345,0,0,0,0,98,102,147,0,0,0,0,9,13,11,0,0,0,0,334,343,160,0,0,0,0,116,133,70,0,0,0,0,8,12,1,0,0,0,0,419,454,162,185,12,21,511,256,30,53,240,84,6,10,22,4,1,3,232,242,231,168,88,110,92,58,7,12,5,9,655,214,263,78,28,3,0.5349093675613403,0.693755030632019,0.7773776650428772,0.8080710768699646,0.7981575727462769,0.7224541425704956,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"Some Democrats in Congress are working on a tax bill as a substitute for the Kemp-Roth tax proposal which calls for a reduction of the federal personal income tax rate 10% each year for the next three years, which many congressmen think is too inflationary. Let me ask you if you favor or oppose some of these new tax cut proposals. Item: Eliminating the so-called marriage penalty, which taxes a married couple who are both working more than if they were single and earning the same amount",0,0.6931471805599453,0.6090521459927658,0.47197385545149856,0.5656419271949962,0.570181915921792,1,0,0,0,0,0,0,0,0.6931471805599453,0,0.6934264036172708,0.5
